fileName,xMin,xMax,yMin,yMax
bil467.jpg,0.7544080604534005,0.9030226700251888,0.6409395973154363,0.7298657718120806
bil133.jpg,0.7425617721051032,0.906801007556675,0.4630872483221477,0.540268456375839
bil332.jpg,0.15239294710327456,0.2531486146095718,0.5335570469798657,0.6325503355704698
bil16.jpg,0.6082436201770076,0.7435610302351624,0.6325503355704698,0.714765100671141
bil257.jpg,0.1319910514541387,0.29642058165548096,0.6191275167785235,0.738255033557047
bil109.jpg,0.2506297229219144,0.35768261964735515,0.4815436241610738,0.5453020134228188
bil24.jpg,0.4046822742474917,0.6711259754738016,0.6705882352941176,0.773109243697479
bil196.jpg,0.24242424242424243,0.6262626262626263,0.6593959731543624,0.7399328859060402
bil99.jpg,0.39125560538116594,0.507847533632287,0.40436241610738255,0.45805369127516776
bil335.jpg,0.7854748603351955,0.9452513966480448,0.7063758389261745,0.825503355704698
bil243.jpg,0.8073047858942065,0.9219143576826196,0.62751677852349,0.7231543624161074
bil164.jpg,0.14093959731543623,0.36017897091722595,0.6090604026845637,0.6845637583892618
bil451.jpg,0.3853904282115869,0.6410579345088161,0.4714765100671141,0.5973154362416108
bil299.jpg,0.1070528967254408,0.25566750629722923,0.4949664429530201,0.6359060402684564
bil75.jpg,0.7281879194630873,0.8243847874720358,0.4312080536912752,0.5
bil334.jpg,0.14078212290502792,0.2849162011173184,0.3422818791946309,0.46140939597315433
bil114.jpg,0.681360201511335,0.7947103274559194,0.4597315436241611,0.5251677852348994
bil235.jpg,0.6916201117318436,0.829050279329609,0.5302013422818792,0.6644295302013423
bil429.jpg,0.6070528967254408,0.7380352644836272,0.5268456375838926,0.5989932885906041
bil189.jpg,0.5951121588497407,0.7799365150126163,0.5234899328859061,0.6124161073825504
bil248.jpg,0.11534154535274356,0.2788353863381859,0.6040268456375839,0.7281879194630873
bil108.jpg,0.21788413098236775,0.3425692695214106,0.45302013422818793,0.5536912751677853
bil2.jpg,0.1422172452407615,0.2541993281075028,0.6828859060402684,0.7600671140939598
bil440.jpg,0.3753148614609571,0.6221662468513854,0.7516778523489933,0.8640939597315436
bil301.jpg,0.08690176322418136,0.2531486146095718,0.5654362416107382,0.6912751677852349
bil147.jpg,0.14609571788413098,0.2972292191435768,0.4412751677852349,0.5486577181208053
bil380.jpg,0.08816120906801007,0.3123425692695214,0.6996644295302014,0.8624161073825504
bil246.jpg,0.7267002518891688,0.8236775818639799,0.8271812080536913,0.912751677852349
bil245.jpg,0.09731543624161074,0.2606263982102908,0.5687919463087249,0.7348993288590604
bil69.jpg,0.2483221476510067,0.38926174496644295,0.5453020134228188,0.5805369127516778
bil148.jpg,0.7469342251950948,0.8963210702341137,0.39327731092436974,0.5092436974789916
bil274.jpg,0.3665919282511211,0.6345291479820628,0.6241610738255033,0.7416107382550335
bil271.jpg,0.3753148614609571,0.5692695214105793,0.4848993288590604,0.5956375838926175
bil374.jpg,0.7731843575418994,0.8804469273743016,0.5536912751677853,0.6879194630872483
bil410.jpg,0.7910614525139665,0.9374301675977652,0.6090604026845637,0.7802013422818792
bil88.jpg,0.3977653631284917,0.5977653631284916,0.6006711409395973,0.6963087248322147
bil450.jpg,0.7547592385218365,0.8734602463605823,0.4328859060402685,0.5268456375838926
bil26.jpg,0.24685138539042825,0.30730478589420657,0.6526845637583892,0.709731543624161
bil390.jpg,0.1385390428211587,0.32997481108312343,0.4463087248322148,0.5805369127516778
bil40.jpg,0.18261964735516373,0.3047858942065491,0.5553691275167785,0.62751677852349
bil168.jpg,0.7355163727959698,0.8463476070528967,0.5335570469798657,0.6258389261744967
bil295.jpg,0.7229219143576826,0.871536523929471,0.5553691275167785,0.7265100671140939
bil457.jpg,0.3044776119402985,0.7223880597014926,0.5838926174496645,0.6778523489932886
bil431.jpg,0.2040302267002519,0.3904282115869018,0.4110738255033557,0.5335570469798657
bil62.jpg,0.1117849242773808,0.2235698485547616,0.6493288590604029,0.7701342281879195
bil485.jpg,0.6845637583892618,0.906040268456376,0.6308724832214765,0.6879194630872483
bil441.jpg,0.7919463087248322,0.988814317673378,0.3724832214765101,0.47315436241610737
bil1.jpg,0.380352644836272,0.6322418136020151,0.7298657718120806,0.8422818791946308
bil455.jpg,0.7858942065491183,0.8942065491183879,0.4983221476510067,0.6543624161073825
bil358.jpg,0.19269521410579343,0.34005037783375314,0.5151006711409396,0.6560402684563759
bil146.jpg,0.4332493702770781,0.6360201511335013,0.5671140939597316,0.6342281879194631
bil49.jpg,0.055991041433370664,0.1511758118701008,0.62248322147651,0.7080536912751678
bil42.jpg,0.3103015075376884,0.4296482412060301,0.62751677852349,0.709731543624161
bil314.jpg,0.3702770780856423,0.6574307304785895,0.5671140939597316,0.6845637583892618
bil275.jpg,0.2225950782997763,0.33557046979865773,0.5234899328859061,0.6191275167785235
